article_no,title,url,date,category
147116,2026학년도 1학기 대학원 재학생 장학금 1차 신청 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-grad.do?mode=view&articleNo=147116&noCat=379,2026.01.06,장학
147111,2026학년도 1학기 대학원 신입생 장학금 신청 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-grad.do?mode=view&articleNo=147111&noCat=379,2026.01.06,장학
147097,2026년 1학기 농촌출신대학(원)생 학자금대출,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-undergrad.do?mode=view&articleNo=147097&noCat=24,2026.01.06,장학
147092,[홍보] 2026년 매력일자리 AI활용 공간정보구축사업 참여 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=147092&article.offset=480&articleLimit=10&noCat=396,2026.01.06,취창업
147086,[법학도서관] 법학도서관 휴관 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=147086&article.offset=480&articleLimit=10&noCat=29,2026.01.06,일반
147067,2025학년도 2학기 학생 포상 신청 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-grad.do?mode=view&articleNo=147067&noCat=383,2026.01.06,기타
147049,2026년 상반기 경기도 대학생 학자금 대출이자 지원사업,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-undergrad.do?mode=view&articleNo=147049&noCat=24,2026.01.05,장학
147044,2026학년도 1학기 「서울영커리언스 인턴십(봄학기)」참여자 모집 공고,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=147044&article.offset=480&articleLimit=10&noCat=396,2026.01.05,취창업
146980,2026학년도 1학기 ​학·석사 연계과정 모집,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-undergrad.do?mode=view&articleNo=146980&noCat=23,2026.01.02,학사
146917,2025학년도 동계계절학기 사이버강좌 기말고사 시행 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146917&article.offset=490&articleLimit=10&noCat=500,2025.12.31,학사
146905,2026학년도 1학기 공연예술 융합전공 신청 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146905&article.offset=490&articleLimit=10&noCat=500,2025.12.31,학사
146876,[홍보] [한남대] 「기업 맞춤형 반도체 취업전략」 과정 홍보,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146876&article.offset=490&articleLimit=10&noCat=396,2025.12.30,취창업
146872,2025학년도 전기(2026년 2월) 졸업예정자 부전공 및 융합전공 졸업 자격취득 신청 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146872&article.offset=490&articleLimit=10&noCat=500,2025.12.30,학사
146861,"(세종캠퍼스)2026학년도 1학기 주전공 선택 및 변경, 자율전공 학생의 학과진입 신청 안내",https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-undergrad.do?mode=view&articleNo=146861&noCat=23,2025.12.30,학사
146855,"2026학년도 1학기 복수전공, 부전공, 융합전공, 미세전공 신청 안내",https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146855&article.offset=490&articleLimit=10&noCat=500,2025.12.30,학사
146851,"(서울캠퍼스) 2026학년도 1학기 주전공 신청 및 변경,  자율전공 학생의 학과진입 신청 안내",https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146851&article.offset=490&articleLimit=10&noCat=500,2025.12.30,학사
146844,2026학년도 1학기 학점교류 신청 안내 (서울대학교),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146844&article.offset=490&articleLimit=10&noCat=500,2025.12.30,학사
146799,"[신입생 필독] 학적변동(군휴학, 휴학, 제적, 전과, 재입학 등) 안내",https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146799&article.offset=490&articleLimit=10&noCat=500,2025.12.29,학사
146794,[(재)부산진구장학회] 제30회 (재)부산진구장학회 일반장학생 선발계획,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146794&article.offset=490&articleLimit=10&noCat=501,2025.12.29,장학
146793,[(재)엔지니어링인재육성재단] 2026년도 제1기 장학생 선발 공고,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146793&article.offset=500&articleLimit=10&noCat=501,2025.12.29,장학
146787,2026년도 홍익대 첨단산업 인재양성 (반도체)부트캠프사업 수혜학생 신규선발 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146787&article.offset=500&articleLimit=10&noCat=514,2025.12.29,학생활동
146695,간단한 하루 루틴으로 지키는 생활속 개인정보 보호,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146695&article.offset=500&articleLimit=10&noCat=34,2025.12.24,보안
146669,2025학년도 동계계절학기 사이버강좌 출석 및 수강방법 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146669&article.offset=500&articleLimit=10&noCat=500,2025.12.24,학사
146578,2026학년도 전기 수시전형 대학원 신입생 모집 (군위탁전형 포함),https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-grad.do?mode=view&articleNo=146578&noCat=381,2025.12.22,입시
146549,[세아해암학술장학재단] 2026년도 제34기 세아해암 장학생 모집,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146549&article.offset=500&articleLimit=10&noCat=501,2025.12.22,장학
146524,[제25–55호] (세종)영상·애니메이션학부 줌렌즈 등 18종 구입,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146524&article.offset=500&articleLimit=10&noCat=36,2025.12.22,입찰
146471,(세종캠퍼스) 2025 동계 계절학기 폐강과목 공지 및 수강철회/환불신청 안내(~12.22 16시까지),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146471&article.offset=500&articleLimit=10&noCat=500,2025.12.19,학사
146466,(서울캠퍼스) 2025 동계 계절학기 폐강과목 공지 및 수강철회/환불신청 안내(~12.22 16시까지),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146466&article.offset=500&articleLimit=10&noCat=500,2025.12.19,학사
146420,병역판정검사 일자 및 장소 본인선택 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146420&article.offset=500&articleLimit=10&noCat=500,2025.12.18,학사
146369,2026년 상반기 「ICT 학점연계 프로젝트 인턴십」 글로벌 과정 참여 학생 모집,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146369&article.offset=510&articleLimit=10&noCat=396,2025.12.17,취창업
146335,[DB김준기문화재단] 드림리더 3기 장학생 모집,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146335&article.offset=510&articleLimit=10&noCat=501,2025.12.17,장학
146315,2026학년도 2학기 해외대학 파견 Outbound 교류학생 지원자 모집 및 선발(~26년 1월 23일 금 16시),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146315&article.offset=510&articleLimit=10&noCat=508,2025.12.16,기타
146314,2026학년도 2학기 해외대학 파견 Outbound 교류학생 지원자 모집 및 선발(~26년 1월 23일 금 16시),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146314&article.offset=510&articleLimit=10&noCat=500,2025.12.16,학사
146296,홍익대학교 ‘HI전공체험(홍익 방문의 날)’ 개최 및 신청 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146296&article.offset=510&articleLimit=10&noCat=29,2025.12.16,일반
146277,[인슐레이션코리아 드림재단] 2026년도 장학생 선발 공고,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146277&article.offset=510&articleLimit=10&noCat=501,2025.12.16,장학
146261,2026학년도 전과 면접전형 안내(세종캠퍼스),https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-undergrad.do?mode=view&articleNo=146261&noCat=23,2025.12.16,학사
146259,표준현장실습학기제 운영 안내 (2026학년도 1학기),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146259&article.offset=510&articleLimit=10&noCat=396,2025.12.16,취창업
146258,2026학년도 전과 면접전형 안내(서울캠퍼스),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146258&article.offset=510&articleLimit=10&noCat=500,2025.12.16,학사
146229,[제25-54호] (전기전자공학부) 실험실습용 전기소자 및 기타 소모품 40종 구입,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146229&article.offset=510&articleLimit=10&noCat=36,2025.12.15,입찰
146228,[저탄소/에너지 기술 컨소시엄] 2025 동계 교육 프로그램 안내 및 모집: 반도체 엔지니어 취업을 위한 반도체 입문/기초 및 심화 교육,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146228&article.offset=520&articleLimit=10&noCat=29,2025.12.15,일반
146226,[저탄소/에너지 기술 컨소시엄] 2025 동계 교육 프로그램 안내 및 모집: 에너지 AI 워크플로우 교육&해커톤,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146226&article.offset=520&articleLimit=10&noCat=29,2025.12.15,일반
146223,해외파견 Outbound 교류프로그램 설문조사 관련 공통 질의 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146223&article.offset=520&articleLimit=10&noCat=514,2025.12.15,학생활동
146210,[한국농어촌희망재단] 2026년 1학기 농림축산식품부 대학장학금 선발안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146210&article.offset=520&articleLimit=10&noCat=501,2025.12.15,장학
146189,2026학년도 1학기 재입학 신청 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-grad.do?mode=view&articleNo=146189&noCat=380,2025.12.15,학적
146188,2026학년도 1학기 ​석·박사학위통합과정 전환 및 포기 신청 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-grad.do?mode=view&articleNo=146188&noCat=380,2025.12.15,학적
146136,"2026년 2월 졸업예정자 ""교원자격무시험검정원서"" 접수(~26.1.23)",https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146136&article.offset=520&articleLimit=10&noCat=500,2025.12.12,학사
146126,[바이오헬스 혁신융합대학사업단] 홍익대학교 재학생 대상 실험 참여자 모집 (1만원 지급),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146126&article.offset=520&articleLimit=10&noCat=29,2025.12.12,일반
146108,[대학혁신지원사업] 2025-동계 기초학습역량강화(미술) 학생 모집,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146108&article.offset=520&articleLimit=10&noCat=511,2025.12.12,교수학습지원
146102,2025학년도 2학기 강의개선보고서(CQI) 입력 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146102&article.offset=520&articleLimit=10&noCat=33,2025.12.12,교강사
146052,[대학혁신지원사업] 2025-동계방학 교과연계 워크숍 학생 모집,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146052&article.offset=530&articleLimit=10&noCat=511,2025.12.11,교수학습지원
146030,[한국장학재단] 통합학생지원정보로 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-undergrad.do?mode=view&articleNo=146030&noCat=24,2025.12.11,장학
146004,[홍보] [멀티캠퍼스] 25년까지만 교육비 전액 무료😱 12월 멀티캠퍼스 부트캠프 수강생 모집 안내💻,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=146004&article.offset=530&articleLimit=10&noCat=396,2025.12.10,취창업
145979,[홍보] ❗참가비 무료❗코원 취업캠프(20기) 참여자 모집 안내(~12/19),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145979&article.offset=530&articleLimit=10&noCat=396,2025.12.10,취창업
145932,25학년도 교직원 대상 장애인식개선교육 실시,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145932&article.offset=530&articleLimit=10&noCat=33,2025.12.09,교강사
145928,대학 「학칙」 개정(안) 공고,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145928&article.offset=530&articleLimit=10&noCat=29,2025.12.09,일반
145888,[홍보] 디지털서비스 서밋 2025 with PlugFest,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145888&article.offset=530&articleLimit=10&noCat=29,2025.12.09,일반
145831,[홍보] Advancing AI for Young Talents 'LG Aimers' 모집,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145831&article.offset=530&articleLimit=10&noCat=29,2025.12.08,일반
145807,2025학년도 2학기 성적조회 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145807&article.offset=530&articleLimit=10&noCat=500,2025.12.08,학사
145806,2025학년도 2학기 성적 처리 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145806&article.offset=530&articleLimit=10&noCat=33,2025.12.08,교강사
145772,"[국제언어교육원] 2025학년도 겨울 학기 정규 어학(대체강좌,맞춤형,영어집중과정,토익관련) 강좌 안내",https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-undergrad.do?mode=view&articleNo=145772&noCat=23,2025.12.05,학사
145760,"제35회 와우영상제, ‘만들어진 세계’ 주제로 12월 10일부터 개최",https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145760&article.offset=540&articleLimit=10&noCat=29,2025.12.05,일반
145751,"2025 한국장학재단 석사우수장학생(이공계) ""일시지원"" 모집 공고",https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-grad.do?mode=view&articleNo=145751&noCat=379,2025.12.04,장학
145735,[취업진로지원센터] 2026년 취업지원 프로그램 개편을 위한 요구도 조사 실시,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145735&article.offset=540&articleLimit=10&noCat=396,2025.12.04,취창업
145694,12월 도서관 정기교육 안내(학위논문 작성체제 및 dCollection 업로드 교육 등),https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-grad.do?mode=view&articleNo=145694&noCat=377,2025.12.03,졸업
145690,[중앙도서관x서울대학교 외국학술지지원센터] 자연과학 분야 외국학술지 무료 원문복사 신청 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145690&article.offset=540&articleLimit=10&noCat=29,2025.12.03,일반
145671,2025학년도 동계계절학기 학점교류 학생 학번조회 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145671&article.offset=540&articleLimit=10&noCat=500,2025.12.02,학사
145670,기간연장 [바이오헬스 혁신융합대학] 2026 Global Honors Program 참가자 모집 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145670&article.offset=540&articleLimit=10&noCat=29,2025.12.02,일반
145655,[제25-50호] 2026년도 해외(서양서) 정기간행물(인쇄본) 구독 예약 업체 선정,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145655&article.offset=540&articleLimit=10&noCat=36,2025.12.02,입찰
145634,제16회 DB보험금융공모전(IFC) 개최 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145634&article.offset=550&articleLimit=10&noCat=501,2025.12.01,장학
145633,[협성문화재단] 2026년 신규 협성장학생 선발계획 공고 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145633&article.offset=550&articleLimit=10&noCat=501,2025.12.01,장학
145611,"[홍보] [멀티캠퍼스] ""SSAFY출신 강사진의 최신 AI 부트캠프"" 생각하는 AI 서비스 개발자 양성 과정 수강생 모집(~12/14)",https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145611&article.offset=550&articleLimit=10&noCat=396,2025.12.01,취창업
145580,★★2025학년도 2학기 인준 논문 및 개별연구과제 제출 안내(12.9.(화)~1.5.(월)) / Guidelines for submission of thesis (Dec 9 ~ Jan 5)★★,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-grad.do?mode=view&articleNo=145580&noCat=377,2025.11.28,졸업
145579,턴잇인을 활용한 논문 유사도 검사 진행 방법(How to Use Turnitin to Check Plagiarism),https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-grad.do?mode=view&articleNo=145579&noCat=377,2025.11.28,졸업
145574,"2025학년도 겨울학기 교내 외국어과정모집[토익,토스,토플[비대면]]",https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145574&article.offset=550&articleLimit=10&noCat=514,2025.11.28,학생활동
145568,★신입생 반드시 필독★학번 확인/클래스넷 로그인★ 2026학년도 신입생 수강신청 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145568&article.offset=550&articleLimit=10&noCat=500,2025.11.28,학사
145565,2026학년도 전과 전형 시행 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145565&article.offset=550&articleLimit=10&noCat=500,2025.11.28,학사
145564,"[신입생, 전학년 필독] 2026학년도 1학기 개강 후 주요 안내-수강정정/수강철회/폐강",https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145564&article.offset=550&articleLimit=10&noCat=500,2025.11.28,학사
145561,[전학년 필독] 2026-1학기 수강신청 안내- 수강신청/정정/철회 관련 자주 묻는 사항(Q&A) ③,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145561&article.offset=550&articleLimit=10&noCat=500,2025.11.28,학사
145556,"[전학년 필독] 2026-1학기 수강신청 안내- 수강신청, 정정, 철회, 폐강정정 방법 ②",https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145556&article.offset=560&articleLimit=10&noCat=500,2025.11.28,학사
145555,"[전학년 필독] 2026-1학기 수강신청 안내- 문의처, 전학년 알아야할 사항, 주요 학사일정 ①",https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145555&article.offset=560&articleLimit=10&noCat=500,2025.11.28,학사
145538,[삼성드림클래스] 2026년 대학생 멘토 선발 공고,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145538&article.offset=560&articleLimit=10&noCat=501,2025.11.28,장학
145510,[서울/취업진로지원센터] KT AIVLE SCHOOL 9기 모집 및 ❗비대면❗ 설명회 개최 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145510&article.offset=560&articleLimit=10&noCat=396,2025.11.27,취창업
145479,2026년 2월 조기졸업 신청서 제출 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145479&article.offset=560&articleLimit=10&noCat=500,2025.11.26,학사
145430,홍익대학교 교직원 모집,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145430&article.offset=560&articleLimit=10&noCat=35,2025.11.26,채용/모집
145411,"[홍보] 글로벌·대기업 재능기부 취업 멘토링(12.10(수) 18:00, Keynote 특강자 : Microsoft 김성미 이사)",https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145411&article.offset=560&articleLimit=10&noCat=396,2025.11.25,취창업
145381,[세종캠퍼스] 2026학년도 1학기 재입학 추가 접수 안내(학부),https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-undergrad.do?mode=view&articleNo=145381&noCat=23,2025.11.25,학사
145302,*추천* 계열별 논문작성 및 우수 연구자 노하우 특강(11.27.~28.),https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-grad.do?mode=view&articleNo=145302&noCat=377,2025.11.21,졸업
145301,❗사전신청자 커피쿠폰 지급❗[취업진로지원센터(서울)] [교육설명회] LG CNS KDT AM 전문가 과정 교육설명회 / 11.24(월) 17:00~18:00 / K201,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145301&article.offset=570&articleLimit=10&noCat=396,2025.11.21,취창업
145282,(마감) [모집] 2025-2학기 경영대학 기말고사 시험감독 보조요원,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-undergrad.do?mode=view&articleNo=145282&noCat=24,2025.11.21,장학
145253,[홍보] [동덕여자대학교-졸업생 특화프로그램]  Career Fit 면접역량 강화편 참여자 모집,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145253&article.offset=570&articleLimit=10&noCat=396,2025.11.20,취창업
145210,홍익대학교 교직원 모집,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145210&article.offset=570&articleLimit=10&noCat=35,2025.11.19,채용/모집
145209,[유하푸른재단] 2026년도 제 9기 유하푸른재단 장학생 선발,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145209&article.offset=570&articleLimit=10&noCat=501,2025.11.19,장학
145197,[거창군] 2025년 2학기 거창군 지역출신 대학생 등록금 지원 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145197&article.offset=570&articleLimit=10&noCat=501,2025.11.19,장학
145193,2025학년도 동계계절학기 학점교류 신청 안내 (명지대학교),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145193&article.offset=570&articleLimit=10&noCat=500,2025.11.19,학사
145169,[세종캠퍼스] 2025학년도 2학기 사이버강좌 기말고사 시험감독 보조요원 모집,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145169&article.offset=570&articleLimit=10&noCat=29,2025.11.18,일반
145159,[교육설명회] LG CNS KDT AM 전문가 과정 교육 설명회 / 11.24(월) 17:00~18:00 / K동 201호,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145159&article.offset=570&articleLimit=10&noCat=29,2025.11.18,일반
145157,(마감) [모집] 2025-2학기 경영대학 기말고사 시험감독 보조요원,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145157&article.offset=570&articleLimit=10&noCat=29,2025.11.18,일반
145155,2025학년도 2학기 사이버강좌 기말고사 시행 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145155&article.offset=580&articleLimit=10&noCat=500,2025.11.18,학사
145153,[서울캠퍼스]2026년 1학기 국가근로장학금 1차 신청 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145153&article.offset=580&articleLimit=10&noCat=501,2025.11.18,장학
145125,2025학년도 동계계절학기 학점교류 신청 안내 (계명대학교),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145125&article.offset=580&articleLimit=10&noCat=500,2025.11.17,학사
145123,2025학년도 2학기 핵심역량진단검사 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145123&article.offset=580&articleLimit=10&noCat=500,2025.11.17,학사
145122,2025학년도 2학기 강의평가 시행 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145122&article.offset=580&articleLimit=10&noCat=500,2025.11.17,학사
145107,[서울] 2025-2학기 학생 포상 추천 접수,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145107&article.offset=580&articleLimit=10&noCat=514,2025.11.17,학생활동
145102,[장학] 2025-2학기 신용카드수수료장학금 신청 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145102&article.offset=580&articleLimit=10&noCat=501,2025.11.17,장학
145047,2026년 1학기 국가장학금 신청 (11.20~),https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-undergrad.do?mode=view&articleNo=145047&noCat=24,2025.11.14,장학
145040,2025학년도 2학기 대학원 분납 등록금 납부 안내 (11.26~11.28),https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-grad.do?mode=view&articleNo=145040&noCat=380,2025.11.14,학적
145015,2025년 한국마사회와 함께하는 대학생 봉사자 연계 지역돌봄 지원사업(KRA지역돌봄) 참여 대학생 선발안내(겨울방학),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145015&article.offset=580&articleLimit=10&noCat=501,2025.11.13,장학
145008,[홍보] 선배에게 듣는 금융권 IT 취업 특강,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=145008&article.offset=590&articleLimit=10&noCat=396,2025.11.13,취창업
144982,2025 대학혁신지원사업 수기 공모전 개최 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-undergrad.do?mode=view&articleNo=144982&noCat=536,2025.11.12,대학혁신지원사업
144968,[홍보] [멀티캠퍼스] 11월 데이터 분석가 부트캠프 교육과정 수강생 모집안내(~11/16),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=144968&article.offset=590&articleLimit=10&noCat=396,2025.11.12,취창업
144880,2026학년도 1학기 1차 주거안정장학금 신청 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-undergrad.do?mode=view&articleNo=144880&noCat=24,2025.11.10,장학
144877,2025학년도 2학기 대학원 강의평가 및 성적 조회 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-grad.do?mode=view&articleNo=144877&noCat=378,2025.11.10,수업
144865,2025학년도 동계계절학기 학점교류 신청 안내 (한성대학교),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=144865&article.offset=590&articleLimit=10&noCat=500,2025.11.10,학사
144853,[대학혁신지원사업] 2025-2학기 비전특강 참여 학생 모집,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=144853&article.offset=590&articleLimit=10&noCat=511,2025.11.10,교수학습지원
144852,[인천인재평생교육진흥원] 2025년도 하반기 북한이탈주민 장학생 선발 (추가모집),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=144852&article.offset=590&articleLimit=10&noCat=501,2025.11.10,장학
144846,2025학년도 동계계절학기 학점교류 신청 안내 (삼육대학교),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=144846&article.offset=600&articleLimit=10&noCat=500,2025.11.10,학사
144844,2025학년도 2학기 강의평가 시행 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=144844&article.offset=600&articleLimit=10&noCat=33,2025.11.10,교강사
144777,2025학년도 동계계절학기 학점교류 신청 안내 (가톨릭대학교),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=144777&article.offset=600&articleLimit=10&noCat=500,2025.11.06,학사
144776,2025학년도 동계계절학기 학점교류 신청 안내 (세종대학교),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=144776&article.offset=600&articleLimit=10&noCat=500,2025.11.06,학사
144768,2025 동계 독일 전공연계 해외파견 프로그램(오프라인) 참가 학생 모집 기한 연장(~11.10.),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=144768&article.offset=600&articleLimit=10&noCat=513,2025.11.06,대학교육혁신사업단
144764,[대학혁신지원사업] 생성형 AI를 활용한 프롬프트 엔지니어링 실습 (~11.16 마감),https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=144764&article.offset=600&articleLimit=10&noCat=511,2025.11.06,교수학습지원
144710,[한국고등교육재단] 인재림 제5기 장학생 선발,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=144710&article.offset=600&articleLimit=10&noCat=501,2025.11.05,장학
144702,[세종캠퍼스] 2025학년도 전기(2026년 2월) 졸업예정자 전공명 선택 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do/kr/education/notice-undergrad.do?mode=view&articleNo=144702&noCat=23,2025.11.05,학사
144689,[서울캠퍼스]2025년 국가근로 동계방학 집중근로 희망근로지 신청 안내,https://www.hongik.ac.kr/kr/newscenter/notice.do?mode=view&articleNo=144689&article.offset=600&articleLimit=10&noCat=501,2025.11.04,장학
